#ID	a	e	i	o	p	M
3314	2.22	0.05	7.41	359.59	46.14	186.85
3315	2.64	0.09	10.03	146.95	58.73	254.80
3316	3.11	0.10	8.41	200.47	357.39	245.71
3317	5.22	0.13	27.87	135.92	149.09	200.49
3318	3.01	0.05	11.57	109.33	55.69	302.82
3319	3.17	0.15	3.79	271.43	111.75	107.02
3320	2.46	0.05	4.07	218.37	348.19	98.56
3321	2.55	0.20	7.33	162.85	202.02	62.71
3322	2.39	0.22	23.47	250.81	224.19	260.64
3323	2.56	0.19	0.72	21.92	22.26	21.22
3324	2.70	0.02	10.75	317.03	184.42	316.86
3325	3.18	0.01	22.26	46.42	61.68	334.89
3326	2.37	0.17	3.39	4.67	279.87	40.57
3327	3.17	0.10	1.56	69.72	242.57	162.72
3328	3.02	0.10	11.46	60.57	275.24	249.60
3329	2.99	0.09	10.42	12.07	70.82	172.86
3330	3.14	0.21	10.29	10.12	304.96	188.02
3331	2.42	0.09	3.56	168.53	303.93	108.36
3332	2.54	0.08	14.86	138.96	277.05	68.12
3333	3.12	0.23	11.96	231.44	66.64	179.93
3334	2.85	0.03	3.26	86.66	197.49	72.91
3335	2.61	0.13	13.29	278.40	179.94	85.52
3336	2.32	0.19	0.85	243.33	122.72	131.73
3337	2.84	0.08	1.98	179.25	218.50	319.32
3338	2.15	0.17	0.73	126.09	177.91	13.01
3339	3.18	0.13	17.81	84.86	150.36	232.76
3340	2.23	0.19	5.60	35.79	282.93	217.61
3341	3.03	0.23	10.43	142.20	235.36	183.31
3342	3.14	0.08	6.19	144.41	314.57	60.75
3343	2.35	0.31	25.06	43.61	229.26	58.64
3344	2.42	0.12	9.44	78.00	206.06	305.05
3345	2.47	0.19	15.83	304.99	194.21	185.21
3346	3.18	0.05	21.55	2.89	8.23	130.59
3347	3.13	0.10	4.76	193.65	217.88	92.69
3348	3.17	0.16	10.40	185.94	63.91	211.30
3349	2.74	0.03	4.24	58.70	153.21	203.76
3350	2.31	0.20	3.41	353.91	330.74	321.86
3351	3.06	0.26	13.21	186.11	180.87	177.90
3352	1.88	0.37	4.77	107.44	15.84	74.56
3353	1.86	0.08	21.81	245.67	34.62	137.19
3354	2.32	0.10	6.42	321.28	326.54	181.15
3355	2.19	0.07	4.06	140.97	299.54	213.76
3356	2.19	0.11	4.09	108.40	157.61	42.18
3357	3.02	0.06	11.26	145.55	62.99	312.23
3358	3.19	0.20	2.10	147.08	275.02	161.18
3359	2.26	0.12	5.74	25.02	42.93	206.75
3360	2.47	0.74	21.42	244.05	62.04	353.49
3361	1.21	0.32	2.68	189.70	301.60	17.79
3362	0.99	0.47	9.92	152.52	54.95	250.04
3363	2.78	0.10	3.33	183.43	312.29	262.75
3364	2.20	0.10	5.55	146.13	108.05	60.75
3365	2.71	0.18	7.79	189.50	108.77	27.50
3366	3.01	0.08	9.97	180.33	148.37	274.08
3367	2.79	0.07	5.32	258.36	237.35	263.78
3368	3.39	0.09	19.14	4.26	356.89	23.22
3369	3.04	0.14	7.97	267.53	143.80	182.57
3370	2.22	0.11	7.11	144.74	300.48	193.34
3371	2.74	0.01	9.68	293.84	354.99	14.45
3372	2.70	0.14	3.29	19.42	19.06	102.85
3373	2.25	0.13	3.20	177.42	250.68	209.38
3374	2.95	0.02	3.03	75.50	141.47	315.58
3375	2.17	0.03	1.08	169.28	352.51	176.02
3376	2.35	0.07	6.34	250.25	327.69	210.65
3377	2.91	0.06	1.29	216.44	199.88	265.94
3378	2.32	0.09	8.08	336.06	92.01	84.43
3379	2.35	0.13	2.85	146.85	304.17	12.73
3380	2.84	0.03	3.24	93.05	10.94	249.08
3381	2.46	0.20	4.20	258.23	134.10	124.93
3382	2.24	0.18	6.00	357.93	346.92	256.04
3383	2.57	0.05	14.61	139.36	138.00	249.58
3384	2.38	0.21	2.76	139.63	262.48	31.44
3385	2.22	0.04	6.80	197.83	67.65	318.46
3386	2.84	0.09	2.16	168.52	216.82	198.64
3387	2.60	0.19	12.85	216.83	115.11	218.78
3388	2.36	0.20	25.01	99.11	16.85	89.65
3389	2.77	0.14	7.07	150.20	268.84	239.36
3390	2.25	0.12	3.39	343.02	259.32	341.42
3391	5.29	0.08	14.88	341.13	103.02	163.99
3392	2.14	0.28	26.34	266.94	239.75	303.54
3393	2.59	0.07	9.64	156.67	105.45	106.63
3394	2.32	0.20	7.09	192.51	335.43	89.52
3395	2.79	0.05	4.03	5.21	105.04	311.06
3396	3.37	0.20	8.39	38.29	315.74	134.33
3397	2.35	0.30	21.99	25.94	95.43	1.37
3398	2.29	0.24	24.19	64.44	42.22	95.04
3399	3.10	0.17	0.14	0.84	352.12	228.52
3400	1.93	0.10	20.23	254.41	253.74	303.17
3401	2.37	0.36	21.81	322.51	108.76	72.20
3402	2.13	0.28	4.85	358.06	303.33	173.89
3403	2.41	0.19	4.58	204.31	95.40	96.09
3404	2.67	0.13	10.05	302.84	197.31	71.61
3405	2.61	0.11	13.16	242.06	63.24	251.69
3406	2.80	0.13	8.36	269.98	311.62	169.73
3407	2.69	0.16	13.08	103.11	344.52	122.20
3408	2.37	0.23	2.86	132.83	202.87	150.20
3409	2.86	0.08	1.40	211.50	171.36	209.33
3410	2.26	0.10	4.73	339.83	155.73	131.85
3411	2.24	0.12	5.39	69.38	50.12	202.26
3412	2.22	0.10	2.97	307.83	117.01	239.50
3413	2.25	0.13	5.79	307.15	287.22	90.76
3414	2.19	0.10	5.30	25.12	60.70	309.65
3415	3.96	0.25	1.36	254.25	136.12	219.50
3416	1.92	0.21	22.07	20.03	293.56	232.49
3417	2.42	0.23	7.95	88.67	112.63	330.60
3418	3.17	0.18	1.90	84.33	282.19	181.11
3419	3.21	0.06	17.56	58.83	216.50	341.61
3420	3.11	0.07	14.28	146.26	22.66	262.89
3421	2.23	0.09	2.46	243.79	204.54	225.36
3422	2.69	0.15	13.94	111.99	200.03	333.51
3423	3.05	0.11	0.43	337.27	173.91	151.68
3424	2.55	0.07	6.76	150.12	244.77	315.60
3425	3.00	0.09	9.24	291.80	135.94	253.87
3426	2.62	0.09	13.16	5.65	260.34	302.21
3427	2.28	0.14	2.60	310.21	76.34	216.68
3428	2.66	0.16	8.84	231.27	301.44	74.13
3429	2.34	0.19	1.33	180.79	162.28	159.50
3430	2.76	0.10	4.44	43.50	276.29	130.77
3431	3.10	0.04	12.25	312.61	46.13	236.64
3432	3.20	0.24	13.15	10.24	246.92	39.97
3433	2.39	0.19	4.53	336.96	73.62	11.09
3434	2.64	0.23	3.45	88.35	261.85	160.97
3435	2.32	0.05	7.71	170.98	296.43	129.47
3436	2.86	0.06	1.74	188.49	137.81	321.85
3437	2.27	0.08	3.94	34.79	79.19	80.85
3438	3.05	0.20	15.29	2.70	349.71	231.88
3439	2.75	0.14	4.75	8.02	283.44	268.08
3440	2.80	0.06	7.53	171.33	144.25	65.79
3441	3.12	0.18	2.76	113.29	267.84	148.57
3442	3.15	0.14	12.23	100.28	300.28	222.74
3443	2.39	0.31	12.68	184.94	111.63	320.46
3444	2.55	0.27	6.45	343.12	82.51	283.72
3445	2.69	0.13	11.29	334.41	200.43	326.61
3446	2.38	0.16	7.68	35.00	94.22	71.22
3447	1.99	0.03	20.72	0.78	164.18	237.10
3448	2.19	0.12	3.39	45.36	349.04	77.44
3449	3.08	0.16	2.05	81.54	333.82	300.18
3450	2.74	0.06	6.46	71.70	337.71	169.12
3451	5.09	0.07	24.70	179.77	131.29	177.67
3452	2.27	0.08	2.32	58.83	290.17	6.33
3453	2.39	0.09	4.52	300.95	319.43	212.57
3454	2.27	0.16	5.36	193.81	244.58	240.27
3455	2.24	0.06	3.55	168.94	359.86	57.58
3456	2.16	0.02	1.78	78.38	166.05	88.11
3457	2.85	0.06	3.25	101.42	211.56	12.24
3458	2.45	0.15	2.13	156.18	336.36	235.65
3459	2.25	0.17	5.22	98.72	200.92	92.48
3460	3.20	0.21	2.37	83.24	294.46	152.03
3461	2.38	0.13	3.24	58.02	343.83	113.56
3462	2.45	0.21	5.79	113.25	254.70	19.56
3463	2.45	0.13	3.03	50.91	49.06	334.56
3464	2.24	0.04	6.77	324.84	250.76	81.87
3465	2.31	0.05	6.07	112.59	138.38	6.46
3466	2.34	0.16	1.76	104.95	127.83	39.36
3467	2.41	0.15	4.11	105.48	349.23	343.81
3468	3.02	0.09	11.01	81.28	304.79	337.66
3469	3.02	0.08	9.23	219.63	65.04	192.96
3470	2.35	0.14	2.56	237.34	312.57	58.91
3471	3.19	0.06	15.39	335.15	163.38	129.26
3472	2.72	0.18	4.48	243.23	141.12	232.61
3473	2.36	0.16	0.96	129.70	57.81	57.46
3474	2.56	0.21	5.98	169.43	107.40	95.95
3475	3.17	0.13	15.01	242.07	233.22	142.51
3476	3.16	0.20	21.62	43.89	26.94	197.16
3477	2.35	0.11	6.71	187.01	96.89	9.45
3478	2.24	0.16	3.84	126.53	269.99	211.31
3479	3.05	0.10	12.51	196.78	89.51	274.61
3480	3.06	0.28	3.74	187.63	25.60	142.24
3481	2.24	0.14	5.48	187.19	241.80	336.10
3482	2.78	0.17	4.70	129.09	246.55	115.11
3483	1.93	0.12	23.61	86.02	277.40	200.00
3484	2.59	0.19	15.35	116.24	175.43	114.37
3485	2.44	0.17	1.81	315.64	339.12	219.91
3486	2.43	0.18	3.21	47.17	18.59	228.65
3487	2.61	0.17	12.45	194.91	115.05	124.17
3488	2.61	0.18	14.14	142.19	243.22	231.37
3489	2.41	0.10	6.33	18.27	46.06	342.54
3490	2.40	0.12	5.88	344.06	99.73	75.69
3491	2.79	0.09	4.01	161.61	246.67	69.43
3492	2.62	0.15	13.60	138.98	97.04	170.57
3493	2.20	0.09	5.98	122.23	76.59	271.02
3494	2.35	0.13	5.84	234.57	72.27	336.84
3495	3.22	0.12	2.47	123.17	98.53	81.13
3496	2.71	0.46	29.63	129.87	283.28	358.94
3497	2.69	0.15	11.31	162.06	63.08	140.22
3498	2.36	0.10	6.24	223.63	190.38	308.52
3499	3.10	0.18	2.23	148.70	189.63	112.17
3500	2.24	0.20	4.26	314.88	10.09	160.73
3501	2.93	0.08	4.99	246.38	67.54	239.34
3502	3.13	0.18	2.82	105.07	211.81	123.04
3503	2.62	0.19	11.91	187.28	112.51	101.25
3504	3.10	0.18	2.05	118.89	166.09	145.11
3505	3.02	0.11	9.11	302.66	88.90	129.54
3506	3.00	0.09	9.09	343.13	49.86	121.41
3507	3.14	0.15	3.25	88.41	184.95	85.39
3508	2.76	0.11	6.64	4.86	299.63	15.99
3509	2.60	0.15	12.81	219.93	138.90	110.67
3510	2.55	0.13	5.69	280.07	15.58	234.04
3511	2.75	0.20	8.69	230.06	236.29	252.65
3512	2.25	0.25	7.49	112.97	300.68	101.21
3513	2.63	0.01	2.64	323.86	349.89	119.23
3514	3.93	0.20	3.52	24.83	344.82	99.92
3515	2.84	0.01	1.40	341.99	221.04	50.71
3516	2.88	0.08	2.32	161.88	209.99	212.80
3517	2.24	0.10	3.15	187.29	182.16	121.69
3518	2.67	0.18	13.88	148.04	164.61	80.14
3519	2.17	0.18	0.57	49.62	246.35	30.05
3520	2.26	0.18	4.59	122.81	211.24	144.63
3521	2.26	0.07	3.87	58.99	34.43	31.90
3522	3.17	0.29	8.37	201.94	150.36	56.37
3523	2.37	0.14	9.68	55.73	158.44	143.11
3524	2.62	0.13	13.05	180.26	330.08	232.96
3525	3.09	0.10	2.54	280.54	190.46	40.13
3526	2.79	0.09	8.49	42.61	246.21	17.78
3527	2.29	0.12	5.50	219.34	354.56	224.11
3528	2.53	0.16	7.45	276.99	32.22	189.01
3529	2.38	0.19	2.76	194.16	184.54	298.81
3530	2.40	0.23	1.17	262.85	76.07	330.94
3531	2.62	0.14	13.13	193.07	298.77	238.16
3532	2.91	0.06	10.35	56.48	347.15	202.23
3533	2.22	0.12	4.87	197.34	237.41	128.01
3534	2.75	0.19	7.65	247.36	199.48	298.53
3535	2.30	0.18	1.57	262.92	163.41	36.48
3536	2.34	0.05	6.56	341.23	114.30	284.61
3537	2.59	0.16	15.17	44.34	277.77	166.65
3538	2.64	0.27	4.21	170.67	263.11	48.72
3539	2.66	0.16	13.64	141.48	127.56	176.94
3540	5.25	0.12	23.33	26.42	115.95	114.53
3541	2.46	0.14	4.01	92.32	130.39	100.90
3542	3.17	0.09	8.09	266.20	64.83	87.36
3543	3.18	0.17	1.04	162.89	111.36	138.67
3544	2.40	0.22	8.91	147.79	148.99	125.92
3545	2.87	0.06	2.97	61.39	260.02	315.68
3546	2.69	0.02	7.04	335.32	249.19	45.84
3547	2.48	0.05	3.91	274.75	161.27	190.65
3548	5.16	0.09	8.08	43.55	27.38	186.99
3549	2.76	0.17	7.54	284.44	210.76	319.65
3550	2.92	0.16	14.68	81.54	28.02	187.47
3551	2.09	0.49	9.51	173.94	193.13	346.62
3552	4.23	0.71	30.84	350.40	316.92	157.95
3553	1.64	0.32	36.77	232.60	288.87	118.08
3554	0.97	0.28	23.36	358.68	359.38	298.98
3555	2.73	0.24	9.47	26.78	309.26	71.23
3556	3.15	0.23	9.24	241.37	141.77	67.77
3557	4.00	0.17	6.04	186.38	125.45	171.14
3558	2.44	0.07	13.38	345.07	303.17	2.19
3559	2.49	0.22	3.81	314.56	70.27	25.59
3560	3.02	0.11	9.28	325.43	60.06	185.36
3561	3.96	0.13	9.66	118.14	181.44	188.12
3562	2.34	0.16	5.72	93.02	60.74	261.12
3563	2.79	0.18	6.95	268.09	345.98	10.93
3564	5.23	0.04	15.49	23.87	200.24	8.88
3565	3.21	0.11	7.30	92.47	339.83	44.10
3566	2.36	0.13	2.27	289.55	194.25	295.14
3567	2.78	0.31	6.83	271.37	137.72	323.21
3568	3.14	0.25	19.46	58.47	280.38	117.28
3569	2.59	0.12	14.05	162.03	315.71	29.28
3570	3.02	0.09	11.33	85.21	224.81	27.47
3571	3.93	0.12	7.83	249.29	25.07	239.84
3572	2.70	0.13	3.40	232.87	164.69	96.39
3573	2.24	0.07	2.76	268.96	209.82	82.63
3574	2.42	0.19	4.66	225.18	144.37	321.25
3575	2.75	0.12	7.77	71.35	159.73	139.00
3576	2.40	0.13	10.12	20.60	47.09	290.78
3577	3.96	0.19	3.73	280.44	179.64	87.72
3578	3.21	0.21	21.31	284.93	48.15	134.84
3579	2.74	0.35	31.07	14.68	108.89	323.25
3580	2.86	0.23	3.40	348.12	177.40	165.84
3581	2.77	0.41	28.81	217.78	107.27	28.07
3582	3.01	0.07	10.86	59.79	354.10	128.79
3583	2.43	0.18	2.80	33.45	30.55	243.45
3584	3.09	0.10	2.13	305.85	101.43	53.21
3585	3.07	0.19	3.02	163.25	13.94	75.12
3586	2.46	0.12	9.85	6.84	260.22	3.88
3587	2.70	0.04	7.84	33.18	24.25	19.10
3588	3.22	0.21	6.34	330.53	100.83	345.92
3589	2.25	0.16	4.46	111.44	286.46	129.41
3590	2.25	0.08	6.70	128.72	354.54	67.29
3591	3.17	0.14	1.15	27.92	256.58	286.74
3592	2.35	0.19	9.67	20.67	63.02	12.22
3593	2.15	0.09	1.12	274.18	204.86	220.40
3594	2.53	0.03	14.63	341.38	160.59	135.47
3595	2.66	0.12	2.79	233.01	119.31	159.89
3596	5.14	0.07	23.56	356.69	66.49	187.36
3597	3.16	0.19	2.51	86.88	295.84	109.36
3598	3.18	0.11	0.78	161.66	67.60	318.34
3599	3.16	0.12	1.64	164.04	50.25	348.90
3600	2.57	0.13	7.92	5.63	146.06	358.79
3601	3.25	0.15	2.29	61.84	351.67	69.33
3602	2.27	0.13	5.58	242.12	232.13	25.45
3603	2.57	0.12	5.23	278.25	346.94	286.27
3604	2.60	0.12	12.03	20.03	156.04	14.64
3605	2.25	0.08	3.92	282.75	199.33	51.92
3606	2.61	0.23	12.37	250.42	108.02	176.13
3607	2.25	0.07	2.84	1.94	126.82	99.12
3608	3.38	0.14	11.04	78.74	238.70	106.43
3609	3.13	0.24	4.85	65.40	31.90	83.33
3610	2.15	0.05	2.08	116.02	38.55	186.08
3611	2.79	0.21	8.46	136.11	289.51	346.56
3612	2.44	0.18	3.38	77.45	267.26	304.35
3613	2.37	0.08	7.42	72.53	79.77	272.13
3614	2.98	0.13	16.65	287.59	307.43	356.13
3615	3.17	0.12	2.11	135.15	109.58	82.58
3616	2.60	0.12	12.77	118.12	117.17	305.40
3617	2.63	0.11	14.51	181.69	34.62	298.66
3618	3.15	0.18	2.00	233.89	94.85	200.24
3619	2.39	0.24	4.05	161.42	182.02	343.13
3620	3.00	0.11	8.95	272.61	125.87	143.36
3621	3.09	0.20	2.69	175.05	174.33	104.71
3622	3.39	0.04	4.95	254.64	156.33	238.22
3623	2.85	0.09	3.07	118.29	236.15	315.92
3624	2.36	0.12	4.18	6.07	49.60	15.37
3625	3.06	0.12	5.01	223.06	103.42	205.00
3626	3.15	0.16	4.09	283.34	36.96	151.32
3627	2.35	0.15	9.70	85.87	126.17	245.56
3628	2.54	0.30	6.89	156.90	187.78	109.33
3629	2.40	0.10	5.64	235.31	172.12	335.06
3630	2.77	0.21	7.40	337.13	322.27	163.22
3631	3.10	0.07	14.38	151.24	153.20	281.41
3632	2.77	0.31	6.46	201.67	237.35	354.99
3633	2.31	0.10	3.31	230.84	292.94	356.50
3634	2.25	0.09	4.31	341.82	320.78	352.05
3635	1.79	0.08	19.22	235.43	249.02	146.61
3636	2.28	0.18	4.10	27.22	93.16	84.78
3637	2.55	0.13	14.33	208.04	69.84	55.58
3638	3.02	0.07	11.31	109.13	172.23	74.59
3639	2.40	0.10	2.20	222.70	182.29	21.64
3640	2.22	0.09	4.31	289.36	155.00	209.74
3641	2.99	0.13	16.12	30.93	295.26	23.52
3642	2.79	0.08	13.46	131.44	16.62	285.18
3643	2.40	0.15	13.87	56.86	3.52	339.57
3644	2.25	0.09	3.54	355.49	81.37	182.34
3645	2.70	0.08	7.13	262.09	108.21	50.77
3646	2.76	0.10	0.59	11.00	39.86	22.66
3647	2.80	0.10	8.04	126.40	217.37	129.64
3648	2.42	0.11	7.90	209.08	33.19	209.05
3649	3.14	0.05	7.14	118.69	84.96	63.17
3650	3.13	0.23	14.63	37.14	284.62	290.01
3651	2.38	0.10	7.31	71.77	137.80	248.12
3652	2.37	0.19	2.27	245.75	61.99	169.48
3653	2.24	0.10	4.95	182.81	74.20	195.86
3654	2.26	0.20	2.10	200.99	182.05	40.78
3655	3.99	0.21	3.85	338.48	42.87	83.64
3656	2.20	0.14	0.81	314.95	300.42	60.12
3657	2.31	0.13	5.79	237.54	101.52	173.19
3658	2.19	0.06	4.01	320.59	106.28	261.05
3659	2.53	0.12	3.44	189.82	258.85	202.28
3660	3.22	0.09	7.80	355.07	219.86	316.13
3661	2.93	0.05	1.95	17.95	142.73	222.31
3662	2.65	0.17	13.41	350.88	337.83	232.06
3663	3.15	0.17	3.10	107.10	157.29	137.41
3664	2.80	0.13	3.59	260.75	145.31	124.56
3665	2.42	0.09	15.07	115.42	279.59	64.96
3666	3.12	0.12	2.36	120.47	55.53	250.42
3667	3.08	0.23	16.25	0.20	74.76	181.57
3668	2.19	0.10	3.07	194.15	31.61	114.26
3669	2.21	0.07	4.83	91.02	34.85	175.88
3670	2.74	0.02	6.45	107.12	146.45	173.33
3671	2.20	0.54	13.55	82.20	204.21	84.17
3672	2.18	0.14	6.30	14.34	31.80	293.30
3673	2.35	0.18	7.09	13.45	45.01	70.66
3674	2.36	0.37	21.03	297.16	97.91	109.09
3675	3.36	0.10	10.86	340.11	176.70	150.63
3676	2.15	0.05	3.08	359.15	233.84	145.67
3677	2.27	0.20	4.29	206.07	125.23	334.87
3678	2.55	0.19	8.28	142.09	51.89	126.72
3679	2.20	0.22	3.85	309.35	64.06	228.32
3680	2.23	0.06	5.51	26.16	95.59	248.48
3681	2.23	0.18	4.06	133.10	172.58	45.89
3682	2.76	0.32	13.56	255.69	113.79	233.63
3683	3.14	0.11	15.84	102.37	147.91	71.88
3684	2.29	0.15	6.82	95.04	67.66	67.29
3685	2.66	0.18	15.12	203.02	183.08	299.65
3686	2.74	0.15	5.71	134.82	78.97	269.11
3687	2.73	0.20	15.80	225.09	113.40	137.18
3688	3.22	0.48	2.56	19.99	138.06	33.84
3689	2.88	0.08	9.34	202.41	161.45	152.43
3690	2.24	0.16	5.03	235.36	34.96	358.53
3691	1.77	0.28	20.37	348.86	234.75	181.10
3692	2.72	0.15	11.37	219.76	8.27	358.94
3693	3.14	0.21	14.92	178.95	185.69	353.93
3694	3.93	0.20	4.98	311.32	79.87	195.13
3695	2.35	0.23	7.44	177.25	197.13	237.64
3696	3.11	0.16	10.17	312.93	16.10	151.18
3697	2.37	0.04	6.75	351.64	185.88	231.22
3698	2.25	0.19	3.52	132.92	180.78	42.60
3699	2.40	0.19	5.72	95.22	231.95	190.82
3700	2.42	0.23	12.13	289.35	153.30	85.74
3701	2.80	0.09	4.91	115.75	299.86	157.00
3702	2.62	0.24	15.64	120.04	254.64	336.37
3703	2.33	0.13	6.74	173.01	152.05	128.70
3704	2.41	0.05	5.88	233.87	37.09	199.37
3705	3.12	0.18	1.39	154.80	233.92	36.54
3706	2.19	0.10	3.51	137.14	310.10	356.26
3707	2.62	0.16	12.56	281.39	142.25	302.16
3708	5.22	0.16	13.37	291.18	57.20	130.90
3709	5.26	0.06	19.60	187.18	246.43	160.93
3710	2.74	0.16	13.79	198.93	127.98	308.10
3711	2.66	0.17	11.78	312.86	121.85	260.85
3712	2.73	0.26	31.77	288.12	200.26	130.16
3713	3.02	0.10	11.39	109.55	210.88	137.57
3714	2.56	0.18	14.39	29.73	22.12	25.01
3715	2.32	0.10	5.94	145.31	236.33	119.88
3716	2.40	0.22	2.52	139.06	150.26	226.20
3717	3.15	0.18	2.56	101.60	58.32	91.29
3718	2.63	0.05	3.56	71.74	226.68	147.93
3719	2.40	0.21	2.78	292.59	112.15	192.91
3720	2.32	0.13	6.80	19.42	285.38	14.46
3721	3.02	0.08	8.77	314.34	151.64	11.22
3722	2.24	0.20	6.45	232.50	136.14	29.39
3723	2.26	0.11	1.38	95.03	168.24	99.43
3724	2.76	0.17	7.73	269.40	118.25	204.19
3725	2.68	0.20	11.42	345.76	17.09	307.87
3726	2.87	0.07	3.02	105.51	232.31	207.85
3727	3.32	0.14	5.31	162.35	155.75	297.87
3728	2.65	0.21	22.56	167.66	280.25	283.71
3729	2.62	0.19	13.43	4.94	312.26	35.63
3730	2.72	0.16	6.96	305.61	41.90	312.04
3731	3.23	0.12	21.52	264.75	251.47	173.06
3732	2.16	0.07	1.56	278.63	8.85	193.30
3733	2.40	0.19	5.87	286.53	210.31	101.45
3734	2.75	0.06	3.48	180.59	294.41	133.74
3735	3.11	0.14	5.22	298.64	257.44	169.36
3736	3.02	0.09	11.32	145.54	147.27	165.33
3737	2.41	0.40	20.14	288.33	85.52	220.44
3738	2.22	0.17	1.25	357.03	269.61	130.22
3739	2.22	0.16	4.62	113.50	171.71	133.58
3740	2.47	0.26	5.76	354.85	53.84	120.32
3741	2.78	0.15	6.81	182.49	141.10	254.82
3742	2.56	0.13	2.73	164.14	9.16	284.45
3743	2.20	0.15	3.33	167.86	72.25	170.99
3744	2.63	0.28	3.76	228.36	185.03	324.94
3745	2.43	0.25	9.03	356.62	328.92	216.38
3746	3.18	0.25	1.03	24.56	305.43	45.09
3747	3.19	0.11	24.39	38.53	103.13	278.04
3748	2.53	0.15	5.98	33.84	110.95	1.46
3749	2.24	0.11	5.38	295.91	173.75	309.30
3750	3.02	0.05	10.44	8.12	204.80	249.58
3751	3.15	0.10	13.24	271.54	16.02	308.96
3752	1.41	0.30	55.55	148.01	312.23	47.38
3753	1.00	0.51	19.81	126.31	43.72	289.07
3754	3.16	0.11	8.46	110.64	58.58	14.11
3755	2.25	0.22	7.79	225.98	121.11	35.13
3756	2.42	0.06	3.54	226.08	98.59	235.54
3757	1.83	0.45	3.87	75.04	17.05	278.69
3758	2.63	0.11	14.14	81.01	56.99	266.69
3759	2.72	0.12	13.07	293.07	164.38	234.83
3760	2.53	0.18	10.51	113.92	85.74	341.85
3761	3.12	0.28	16.22	207.38	84.34	117.99
3762	2.27	0.08	1.46	163.86	188.45	72.17
3763	2.25	0.10	7.03	23.25	169.22	227.43
3764	2.25	0.09	4.88	146.22	325.56	332.00
3765	2.84	0.04	1.02	249.88	185.45	163.81
3766	3.23	0.11	1.47	129.11	352.61	261.63
3767	2.60	0.14	13.69	122.89	75.28	170.48
3768	3.09	0.22	14.04	148.44	219.99	112.99
3769	2.26	0.11	4.65	56.63	35.90	287.33
3770	2.19	0.18	6.36	345.57	20.57	82.78
3771	2.23	0.17	4.54	249.54	136.78	8.82
3772	3.02	0.07	11.02	101.66	195.74	179.62
3773	2.17	0.18	1.33	63.47	286.55	151.93
3774	3.01	0.06	9.20	292.28	275.69	346.46
3775	2.79	0.23	8.25	30.45	314.36	264.28
3776	3.18	0.06	27.44	39.78	164.73	234.32
3777	2.28	0.16	4.19	46.64	300.00	191.42
3778	2.87	0.04	1.38	339.74	98.76	200.53
3779	2.64	0.11	13.91	59.35	72.00	279.22
3780	2.87	0.06	2.74	143.66	186.51	354.27
3781	2.84	0.07	2.04	183.72	160.12	278.32
3782	2.41	0.09	5.25	271.45	334.12	41.10
3783	2.27	0.17	6.18	63.68	256.12	134.61
3784	3.12	0.17	13.55	94.85	193.04	198.22
3785	3.22	0.18	1.92	151.58	234.69	68.31
3786	2.55	0.08	14.29	261.98	356.01	254.96
3787	2.85	0.14	12.06	186.00	304.96	124.94
3788	2.79	0.10	9.69	135.31	106.79	46.89
3789	3.28	0.19	2.75	87.10	314.75	336.99
3790	3.16	0.18	0.48	320.78	96.06	323.31
3791	2.88	0.07	1.29	330.03	357.40	318.07
3792	2.29	0.22	23.68	63.40	51.02	287.00
3793	5.19	0.09	20.93	200.53	262.52	147.78
3794	5.20	0.15	6.07	343.29	34.59	226.41
3795	2.39	0.18	9.82	66.16	197.34	318.31
3796	2.70	0.15	6.53	269.62	356.86	173.52
3797	3.22	0.15	0.83	181.69	256.39	336.62
3798	2.17	0.08	2.43	314.55	244.87	350.05
3799	3.15	0.15	1.35	157.02	95.14	288.09
3800	1.58	0.08	14.85	95.52	115.46	73.64
3801	5.31	0.02	28.52	209.46	207.51	193.87
3802	2.28	0.16	4.44	139.26	146.63	124.24
3803	3.05	0.05	13.04	250.63	281.89	349.07
3804	2.90	0.07	2.16	21.93	283.57	111.09
3805	2.68	0.19	11.84	312.54	64.32	297.13
3806	2.54	0.31	10.04	199.62	187.84	60.75
3807	2.25	0.17	4.30	161.11	128.97	356.01
3808	2.31	0.15	6.33	153.31	10.88	164.52
3809	2.69	0.11	6.55	124.85	306.63	348.95
3810	2.25	0.11	6.82	244.09	287.50	282.44
3811	2.58	0.13	10.21	339.11	67.67	103.35
3812	3.17	0.12	18.41	123.17	38.57	334.13
3813	2.19	0.18	4.16	319.98	349.05	225.07
3814	3.15	0.11	1.54	141.83	72.54	82.52
3815	2.57	0.10	8.62	197.36	9.13	14.87
3816	2.61	0.12	12.15	311.11	196.25	241.27
3817	2.27	0.11	3.27	151.73	113.20	165.92
3818	2.37	0.18	2.04	244.19	63.51	350.20
3819	2.77	0.14	11.11	46.51	351.29	317.82
3820	3.01	0.11	9.59	320.93	72.82	83.41
3821	3.25	0.18	0.55	112.60	336.33	1.24
3822	2.27	0.12	2.56	336.01	280.50	244.45
3823	3.07	0.25	5.51	112.06	16.33	58.50
3824	2.25	0.24	2.80	329.78	107.42	18.95
3825	2.24	0.09	5.15	75.34	145.24	222.73
3826	2.24	0.13	4.61	211.34	257.76	22.39
3827	2.74	0.13	4.10	333.76	32.98	13.20
3828	3.17	0.03	6.17	222.24	281.09	349.70
3829	2.79	0.16	7.53	189.94	313.42	213.60
3830	3.03	0.10	9.63	258.28	52.47	191.50
